"extension"
"https://raw.githubusercontent.com/open-contracting-extensions/ocds_enquiry_extension/master/extension.json"
"https://raw.githubusercontent.com/open-contracting-extensions/ocds_lots_extension/master/extension.json"
"https://raw.githubusercontent.com/open-contracting-extensions/ocds_techniques_extension/master/extension.json"
"https://raw.githubusercontent.com/GobiernoFacil/ocds_sercopEnteredValue_extension/master/extension.json"
"https://gitlab.com/dncp-opendata/ocds_auctions_extension/raw/master/extension.json"
"https://raw.githubusercontent.com/open-contracting-extensions/ocds_valueBreakdown_extension/main/extension.json"
"https://raw.githubusercontent.com/open-contracting-extensions/ocds_competitive_extension/master/extension.json"
